Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Sales,Rating
BB1904,10.64,Regular,0.194,Vegetables,OUT027,2012,Medium,Tier 3,Supermarket,4388.87,5
BB1905,3.75,Low Fat,0.156,Canned,OUT035,2022,Medium,Tier 3,Supermarket,3560.95,2.6
BB1906,6.69,Non-Edible,0.195,Frozen Foods,OUT018,1997,Medium,Tier 1,Grocery Store,4259.46,2
BB1907,12.67,Low Fat,0.034,Soft Drinks,OUT018,2005,Medium,Tier 3,Grocery Store,1940.23,1.1
BB1908,9.07,Non-Edible,0.082,Dairy,OUT019,2020,Medium,Tier 1,Supermarket,4993.42,1.3
BB1909,4.11,Low Fat,0.121,Canned,OUT046,2000,Small,Tier 1,Hypermarket,2274.88,4.6
BB1910,12.42,Non-Edible,0.082,Health,OUT045,2021,Medium,Tier 2,Hypermarket,2860.57,2.3
BB1911,8.87,Regular,0.092,Fruits,OUT035,2017,Small,Tier 2,Hypermarket,2245.43,4.1
BB1912,13.64,Regular,0.108,Household,OUT045,1996,Medium,Tier 2,Grocery Store,3636.43,1.9
BB1913,7.9,Non-Edible,0.115,Dairy,OUT035,2008,High,Tier 1,Supermarket,3179.98,1.3
BB1914,13.1,Low Fat,0.023,Frozen Foods,OUT018,2003,High,Tier 2,Hypermarket,4525.62,1.3
BB1915,5.71,Regular,0.014,Baking Goods,OUT046,1997,Small,Tier 2,Hypermarket,4648.17,2.2
BB1916,11.09,Regular,0.047,Frozen Foods,OUT045,2006,Small,Tier 1,Hypermarket,3024.69,4.6
BB1917,3.68,Regular,0.027,Snacks,OUT018,2016,Medium,Tier 3,Grocery Store,2734.04,1.1
BB1918,5.09,Low Fat,0.084,Health,OUT046,1997,High,Tier 1,Supermarket,2674.57,2.3
BB1919,19.62,Regular,0.078,Vegetables,OUT018,2020,Small,Tier 1,Supermarket,597.66,4.5
BB1920,17.34,Regular,0.141,Household,OUT035,2015,Small,Tier 1,Grocery Store,2354.8,2.2
BB1921,4.79,Regular,0.092,Canned,OUT018,2022,Medium,Tier 3,Grocery Store,4568.75,4.3
BB1922,8.29,Regular,0.048,Dairy,OUT018,2006,Small,Tier 1,Supermarket,4637.52,2.9
BB1923,19.58,Low Fat,0.022,Snacks,OUT019,2005,High,Tier 1,Hypermarket,4757.4,2.9
BB1924,11.36,Non-Edible,0.165,Snacks,OUT046,2001,Small,Tier 2,Supermarket,4856.89,3.6
BB1925,17.48,Non-Edible,0.112,Vegetables,OUT035,2018,Small,Tier 2,Grocery Store,4377.47,2.3
BB1926,5.67,Low Fat,0.148,Canned,OUT049,2010,Small,Tier 1,Grocery Store,3425.53,4.9
BB1927,19.26,Low Fat,0.016,Canned,OUT018,2005,High,Tier 3,Hypermarket,4637.78,1.5
BB1928,14.44,Non-Edible,0.038,Canned,OUT035,1999,Small,Tier 2,Hypermarket,1709.48,2.1
BB1929,9.25,Regular,0.031,Canned,OUT019,1999,Medium,Tier 3,Grocery Store,3771.06,1.2
BB1930,12.26,Regular,0.067,Health,OUT018,2019,Small,Tier 2,Grocery Store,2983.72,2
BB1931,15.55,Low Fat,0.027,Household,OUT018,2005,Medium,Tier 1,Supermarket,4680.18,2.2
BB1932,9.91,Non-Edible,0.076,Dairy,OUT045,2017,High,Tier 2,Hypermarket,4925.81,1.2
BB1933,18.38,Regular,0.137,Dairy,OUT035,2010,High,Tier 2,Hypermarket,3767.49,5
BB1934,8.08,Regular,0.082,Household,OUT045,2016,High,Tier 2,Supermarket,2726.58,2.6
BB1935,8.74,Low Fat,0.067,Vegetables,OUT045,2003,High,Tier 1,Supermarket,3922.12,2.9
BB1936,15.04,Low Fat,0.085,Snacks,OUT049,1999,Small,Tier 1,Grocery Store,3184.26,3.1
BB1937,7.05,Non-Edible,0.026,Health,OUT019,2018,Medium,Tier 3,Grocery Store,4759.94,2.7
BB1938,18.91,Low Fat,0.089,Frozen Foods,OUT045,2022,High,Tier 2,Grocery Store,3516.51,3.4
BB1939,4.61,Non-Edible,0.176,Snacks,OUT045,1997,High,Tier 1,Supermarket,3028.73,4
BB1940,17.57,Regular,0.021,Dairy,OUT035,2000,High,Tier 3,Supermarket,3160.25,4.8
BB1941,7.99,Non-Edible,0.179,Snacks,OUT019,1997,High,Tier 1,Grocery Store,2615.13,1.8
BB1942,12.44,Non-Edible,0.099,Canned,OUT035,2017,Small,Tier 1,Supermarket,1839.74,1.2
BB1943,14.68,Regular,0.054,Canned,OUT046,2016,High,Tier 1,Hypermarket,3850.41,2.8
BB1944,4.79,Non-Edible,0.137,Baking Goods,OUT045,2015,High,Tier 1,Grocery Store,4356.01,5
BB1945,6.32,Regular,0.187,Fruits,OUT027,2012,Medium,Tier 2,Grocery Store,2826.91,2.1
BB1946,18.39,Low Fat,0.187,Household,OUT049,1995,Small,Tier 1,Supermarket,846.07,3.8
BB1947,2.89,Regular,0.132,Canned,OUT035,2017,High,Tier 3,Hypermarket,3173.62,4.4
BB1948,2.17,Non-Edible,0.014,Vegetables,OUT018,2014,High,Tier 2,Grocery Store,2677.57,2.6
BB1949,2.24,Low Fat,0.042,Fruits,OUT045,2015,High,Tier 2,Grocery Store,3159.03,2.2
BB1950,12.84,Non-Edible,0.127,Baking Goods,OUT046,2013,Medium,Tier 2,Supermarket,1951.34,2.5
BB1951,14.71,Regular,0.095,Snacks,OUT019,2021,High,Tier 1,Hypermarket,2876.79,1.6
BB1952,4.17,Non-Edible,0.145,Vegetables,OUT049,2000,High,Tier 1,Hypermarket,4455.98,1.3
BB1953,17.27,Non-Edible,0.11,Frozen Foods,OUT049,2020,Small,Tier 3,Grocery Store,3667.93,4.6
BB1954,16.21,Low Fat,0.141,Vegetables,OUT046,2020,Medium,Tier 1,Supermarket,3518.5,3.4
BB1955,18.46,Regular,0.031,Canned,OUT035,2020,Medium,Tier 2,Supermarket,1385.47,4.5
BB1956,2.08,Low Fat,0.116,Canned,OUT045,2018,Small,Tier 3,Grocery Store,3359.89,4.8
BB1957,12.41,Non-Edible,0.035,Frozen Foods,OUT045,2002,Medium,Tier 1,Supermarket,2328.35,4.7
BB1958,14.39,Non-Edible,0.149,Health,OUT018,2019,High,Tier 2,Supermarket,2483.01,4.6
BB1959,13.54,Regular,0.109,Frozen Foods,OUT027,2006,High,Tier 3,Supermarket,1664.96,4.8
BB1960,17.84,Low Fat,0.091,Baking Goods,OUT018,2019,High,Tier 3,Supermarket,852.61,2.7
BB1961,3.79,Regular,0.139,Baking Goods,OUT035,2007,Small,Tier 3,Hypermarket,865.39,1.9
BB1962,19.06,Non-Edible,0.159,Frozen Foods,OUT035,2014,Medium,Tier 1,Grocery Store,3505.09,4.5
BB1963,16.24,Non-Edible,0.165,Health,OUT049,2013,High,Tier 1,Supermarket,2269.01,3
BB1964,16.13,Low Fat,0.186,Fruits,OUT046,2008,Medium,Tier 2,Supermarket,1784.84,1.7
BB1965,9.37,Non-Edible,0.027,Dairy,OUT045,2013,Small,Tier 1,Hypermarket,3487.15,3.9
BB1966,13.26,Low Fat,0.073,Soft Drinks,OUT046,2006,Medium,Tier 3,Supermarket,4019.54,1.6
BB1967,4.91,Non-Edible,0.132,Snacks,OUT018,1995,Small,Tier 1,Grocery Store,3534.64,3.3
BB1968,13.02,Regular,0.116,Household,OUT046,2003,Medium,Tier 3,Grocery Store,2536.28,2.6
BB1969,12.42,Non-Edible,0.106,Dairy,OUT045,2020,Small,Tier 1,Grocery Store,2625.12,1.4
BB1970,9.16,Low Fat,0.049,Frozen Foods,OUT027,2020,Small,Tier 3,Hypermarket,2123.96,2.4
BB1971,13.67,Regular,0.023,Frozen Foods,OUT046,2009,Small,Tier 2,Grocery Store,1913.8,4.7
BB1972,16.25,Regular,0.139,Fruits,OUT045,1998,Small,Tier 2,Grocery Store,3911.34,2.6
BB1973,8.51,Non-Edible,0.149,Household,OUT049,1995,Small,Tier 2,Supermarket,831.68,4.3
BB1974,7.06,Regular,0.049,Snacks,OUT049,1999,Medium,Tier 1,Supermarket,771.6,4.7
BB1975,18.49,Low Fat,0.027,Baking Goods,OUT018,2022,Medium,Tier 1,Hypermarket,3440.42,2.7
BB1976,11.57,Non-Edible,0.036,Baking Goods,OUT035,1996,Small,Tier 2,Hypermarket,3411.19,1.3
BB1977,16.91,Regular,0.035,Soft Drinks,OUT019,1999,Medium,Tier 1,Grocery Store,3856.94,2.8
BB1978,15.13,Non-Edible,0.033,Household,OUT049,2013,Medium,Tier 2,Hypermarket,2009.14,4
BB1979,11.69,Low Fat,0.115,Baking Goods,OUT018,2020,High,Tier 1,Grocery Store,3767.08,4.7
BB1980,10.62,Low Fat,0.043,Soft Drinks,OUT035,2001,High,Tier 3,Hypermarket,4483.67,3.9
BB1981,9.76,Low Fat,0.064,Frozen Foods,OUT018,2000,High,Tier 1,Grocery Store,3350.8,2.4
BB1982,5.65,Non-Edible,0.128,Frozen Foods,OUT019,2001,Small,Tier 1,Hypermarket,511.71,2.6
BB1983,9.02,Non-Edible,0.181,Baking Goods,OUT019,2005,High,Tier 3,Hypermarket,2224.79,3.6
BB1984,8.37,Low Fat,0.057,Snacks,OUT027,2014,High,Tier 3,Grocery Store,768.33,4.7
BB1985,4.41,Regular,0.176,Vegetables,OUT046,2002,High,Tier 1,Grocery Store,4042.63,3.8
BB1986,4.36,Low Fat,0.036,Canned,OUT018,1996,Small,Tier 2,Grocery Store,4317.92,4.9
BB1987,13.96,Non-Edible,0.046,Canned,OUT027,2001,Small,Tier 3,Grocery Store,2740.41,4.2
BB1988,18.36,Regular,0.085,Dairy,OUT027,2017,Small,Tier 2,Supermarket,2952.96,4.1
BB1989,16.02,Regular,0.176,Health,OUT018,1996,Small,Tier 2,Grocery Store,2947.19,2.7
BB1990,2.97,Non-Edible,0.114,Dairy,OUT019,1997,High,Tier 2,Supermarket,617.41,3
BB1991,7.31,Non-Edible,0.114,Health,OUT018,2017,Medium,Tier 3,Grocery Store,4249.94,2.4
BB1992,14.06,Low Fat,0.027,Snacks,OUT046,2008,Small,Tier 1,Grocery Store,881.38,3
BB1993,12.05,Non-Edible,0.199,Baking Goods,OUT035,1995,Medium,Tier 1,Supermarket,4073.32,1.1
BB1994,11.29,Regular,0.03,Health,OUT019,2021,High,Tier 2,Grocery Store,3170.7,1.6
BB1995,4.8,Low Fat,0.146,Soft Drinks,OUT018,2005,Small,Tier 2,Supermarket,3598.72,1.3
BB1996,18.02,Low Fat,0.013,Canned,OUT049,2004,High,Tier 2,Supermarket,690.26,4.2
BB1997,5.29,Non-Edible,0.057,Vegetables,OUT046,2005,Small,Tier 1,Hypermarket,3864.78,1.3
BB1998,5.93,Low Fat,0.147,Baking Goods,OUT027,2003,Medium,Tier 3,Supermarket,2399.09,1.1
BB1999,15.68,Low Fat,0.198,Dairy,OUT046,2017,High,Tier 1,Grocery Store,4290.26,1.5
BB2000,9.67,Low Fat,0.051,Fruits,OUT035,2013,High,Tier 2,Hypermarket,1964.56,1.1
BB2001,14.16,Low Fat,0.05,Soft Drinks,OUT019,2009,High,Tier 3,Grocery Store,4336.45,1.6
BB2002,11.53,Non-Edible,0.037,Fruits,OUT019,2015,Small,Tier 2,Grocery Store,1907.79,3.5
BB2003,9.55,Non-Edible,0.09,Dairy,OUT049,2009,Medium,Tier 2,Hypermarket,1156.55,3.4
BB2004,13.26,Low Fat,0.017,Dairy,OUT019,2021,Small,Tier 2,Hypermarket,1559.54,2.9
BB2005,2.66,Non-Edible,0.058,Household,OUT045,2020,High,Tier 2,Hypermarket,2834.57,2.8
BB2006,9.07,Non-Edible,0.137,Vegetables,OUT019,1998,Medium,Tier 3,Supermarket,4536.69,4.8
BB2007,5.35,Low Fat,0.02,Baking Goods,OUT019,2016,Small,Tier 1,Grocery Store,1470.12,4.5
BB2008,7.61,Low Fat,0.158,Soft Drinks,OUT019,2007,Medium,Tier 3,Grocery Store,510.59,3.4
BB2009,12.02,Non-Edible,0.092,Health,OUT045,1996,High,Tier 3,Hypermarket,3597.11,4.8
BB2010,3.06,Non-Edible,0.101,Dairy,OUT019,2008,High,Tier 3,Supermarket,627.06,2
BB2011,7.93,Low Fat,0.012,Soft Drinks,OUT019,2002,High,Tier 3,Hypermarket,3572.34,1.2
BB2012,13.79,Regular,0.121,Dairy,OUT046,2015,High,Tier 3,Grocery Store,3576.66,4.8
BB2013,12.12,Non-Edible,0.042,Household,OUT019,2004,Small,Tier 3,Grocery Store,771.84,2.3
BB2014,9.37,Regular,0.184,Dairy,OUT046,2013,Small,Tier 1,Supermarket,2954.53,4.7
BB2015,5.08,Non-Edible,0.084,Dairy,OUT027,2005,High,Tier 3,Hypermarket,3256.7,4.3
BB2016,16.79,Non-Edible,0.053,Canned,OUT019,1995,Small,Tier 1,Hypermarket,1269.6,1.7
BB2017,14.12,Low Fat,0.185,Soft Drinks,OUT035,2002,Small,Tier 2,Hypermarket,1850.38,4.3
BB2018,3.09,Low Fat,0.143,Dairy,OUT049,2014,Medium,Tier 1,Supermarket,612.82,2.5
BB2019,15.23,Non-Edible,0.197,Household,OUT027,1999,Small,Tier 3,Grocery Store,2596.16,2
BB2020,5.19,Non-Edible,0.045,Dairy,OUT027,2018,Small,Tier 2,Supermarket,4662.95,1.1
BB2021,11.9,Low Fat,0.016,Snacks,OUT027,2010,Small,Tier 3,Supermarket,4501.69,4.2
BB2022,10.46,Low Fat,0.113,Vegetables,OUT049,2015,Medium,Tier 3,Grocery Store,4916.62,3.9
BB2023,11.33,Non-Edible,0.051,Vegetables,OUT019,2017,Small,Tier 1,Hypermarket,3486.62,1.5
BB2024,17.97,Non-Edible,0.157,Soft Drinks,OUT049,2016,Medium,Tier 1,Supermarket,2540.74,1.9
BB2025,16.22,Low Fat,0.121,Health,OUT046,2011,Small,Tier 1,Hypermarket,3830.66,2.9
BB2026,17.08,Low Fat,0.175,Vegetables,OUT035,2008,Small,Tier 1,Hypermarket,1625.73,2
BB2027,13.72,Regular,0.095,Soft Drinks,OUT019,2016,High,Tier 1,Supermarket,4469.68,3.2
BB2028,19.94,Regular,0.06,Frozen Foods,OUT045,2006,Medium,Tier 3,Hypermarket,4263.98,4.4
BB2029,19.88,Low Fat,0.102,Vegetables,OUT035,2000,Small,Tier 2,Grocery Store,2885.52,3.2
BB2030,14.46,Regular,0.081,Snacks,OUT046,1997,Medium,Tier 1,Grocery Store,1767.79,3.4
BB2031,19.52,Low Fat,0.032,Canned,OUT035,2017,High,Tier 1,Grocery Store,3126.86,1.4
BB2032,13.36,Low Fat,0.084,Soft Drinks,OUT049,2022,Small,Tier 2,Supermarket,2985.93,3.4
BB2033,6.72,Non-Edible,0.019,Household,OUT035,2020,Small,Tier 3,Hypermarket,4696.74,2.3
BB2034,13.3,Low Fat,0.13,Dairy,OUT027,2020,High,Tier 3,Hypermarket,3255.27,4.6
BB2035,7.3,Low Fat,0.047,Household,OUT027,2018,Medium,Tier 2,Grocery Store,611.31,3.1
BB2036,16.81,Non-Edible,0.054,Fruits,OUT045,2001,High,Tier 2,Hypermarket,2774.35,4.1
BB2037,12.25,Non-Edible,0.13,Health,OUT045,2017,Medium,Tier 3,Supermarket,4737.45,1.4
BB2038,17.86,Non-Edible,0.025,Canned,OUT046,2019,Small,Tier 3,Grocery Store,1223.36,1.5
BB2039,3.91,Regular,0.052,Dairy,OUT035,2001,Small,Tier 2,Hypermarket,4593.01,4.7
BB2040,9.3,Non-Edible,0.059,Vegetables,OUT019,2022,Medium,Tier 1,Hypermarket,2518.74,2.4
BB2041,8.66,Low Fat,0.176,Frozen Foods,OUT049,2015,Medium,Tier 1,Supermarket,3798.93,2
BB2042,12.69,Low Fat,0.183,Vegetables,OUT049,2012,High,Tier 3,Hypermarket,3746.39,4.3
BB2043,13.36,Non-Edible,0.114,Canned,OUT045,2017,High,Tier 1,Hypermarket,4590.77,4.9
BB2044,12.52,Low Fat,0.083,Frozen Foods,OUT035,2006,Medium,Tier 2,Hypermarket,708.82,2.1
BB2045,10.11,Non-Edible,0.15,Snacks,OUT046,2012,Small,Tier 2,Grocery Store,3774.55,3.9
BB2046,16.79,Non-Edible,0.028,Baking Goods,OUT019,1996,Medium,Tier 3,Hypermarket,4738.24,2.3
BB2047,8.47,Regular,0.038,Fruits,OUT035,2019,Small,Tier 2,Grocery Store,2566.77,3.1
BB2048,4.51,Regular,0.156,Snacks,OUT035,2019,Small,Tier 1,Supermarket,3384.02,3.8
BB2049,8.36,Low Fat,0.06,Vegetables,OUT035,2001,High,Tier 3,Hypermarket,4494.42,3.4
BB2050,14.3,Non-Edible,0.041,Baking Goods,OUT045,2020,Small,Tier 1,Hypermarket,4939.68,2.6
BB2051,18.12,Regular,0.185,Household,OUT019,1995,Medium,Tier 1,Supermarket,4820.96,4.4
BB2052,5.55,Regular,0.166,Canned,OUT035,2006,Small,Tier 3,Grocery Store,3645.19,4.6
BB2053,19.8,Non-Edible,0.063,Baking Goods,OUT027,2004,High,Tier 3,Hypermarket,2803.88,1.3
BB2054,5.88,Low Fat,0.071,Household,OUT018,2012,High,Tier 2,Grocery Store,820.63,3
BB2055,5.15,Regular,0.133,Soft Drinks,OUT046,2002,High,Tier 1,Grocery Store,2548.54,4.3
BB2056,2.99,Non-Edible,0.15,Dairy,OUT019,2014,High,Tier 1,Supermarket,4774.39,1.4
BB2057,17.34,Low Fat,0.154,Fruits,OUT046,1998,High,Tier 1,Hypermarket,601,5
BB2058,9.99,Regular,0.082,Snacks,OUT018,1995,High,Tier 2,Grocery Store,1575.76,3.7
BB2059,4.44,Regular,0.188,Health,OUT045,2022,Medium,Tier 2,Grocery Store,4732.66,4.4
BB2060,11.57,Non-Edible,0.03,Health,OUT049,2020,High,Tier 1,Supermarket,3769.65,1.1
BB2061,16.26,Non-Edible,0.109,Frozen Foods,OUT035,1998,Small,Tier 3,Supermarket,3013.36,1.2
BB2062,14.92,Non-Edible,0.159,Health,OUT035,2008,High,Tier 3,Hypermarket,2185.56,2.2
BB2063,13.85,Regular,0.154,Health,OUT018,2009,Medium,Tier 1,Hypermarket,3967.79,1.5
BB2064,2.22,Low Fat,0.073,Vegetables,OUT045,2005,High,Tier 2,Hypermarket,3699.24,4.8
BB2065,6.1,Regular,0.044,Frozen Foods,OUT018,2002,Small,Tier 1,Supermarket,2795.96,3.1
BB2066,8.7,Non-Edible,0.134,Fruits,OUT046,2002,Medium,Tier 2,Supermarket,867.57,3.9
BB2067,3.41,Low Fat,0.106,Fruits,OUT018,2015,Small,Tier 2,Hypermarket,3295.08,2.3
BB2068,19.79,Low Fat,0.049,Snacks,OUT019,2005,Medium,Tier 1,Grocery Store,4227.85,2.3
BB2069,16.33,Low Fat,0.173,Vegetables,OUT046,2022,High,Tier 1,Grocery Store,4677.66,2.2
BB2070,16.49,Regular,0.033,Health,OUT027,2011,Small,Tier 1,Supermarket,1074.96,2.9
BB2071,7.73,Non-Edible,0.16,Dairy,OUT049,1998,Medium,Tier 1,Supermarket,2974.69,2.1
BB2072,3.06,Low Fat,0.058,Health,OUT018,2018,Medium,Tier 2,Grocery Store,3338.63,2.1
BB2073,15.21,Regular,0.127,Health,OUT049,2003,High,Tier 2,Hypermarket,3561.24,3.1
BB2074,9.55,Non-Edible,0.081,Dairy,OUT018,2001,Small,Tier 2,Grocery Store,1303.85,2
BB2075,5.89,Regular,0.029,Vegetables,OUT019,2016,Small,Tier 2,Grocery Store,3199.52,3.3
BB2076,3.91,Regular,0.025,Baking Goods,OUT049,2004,Medium,Tier 2,Grocery Store,4789.98,3.6
BB2077,13.02,Low Fat,0.157,Vegetables,OUT045,2020,Medium,Tier 3,Hypermarket,4386.69,2.6
BB2078,16.73,Low Fat,0.183,Baking Goods,OUT035,2019,High,Tier 3,Supermarket,2136.32,5
BB2079,4.04,Low Fat,0.167,Fruits,OUT019,2017,High,Tier 1,Hypermarket,4705.03,1.9
BB2080,15.52,Non-Edible,0.138,Vegetables,OUT046,2001,Small,Tier 1,Hypermarket,973.15,2.6
BB2081,16.02,Non-Edible,0.173,Baking Goods,OUT019,1997,High,Tier 1,Grocery Store,1855.21,1.6
BB2082,7.58,Low Fat,0.192,Health,OUT018,2015,High,Tier 3,Hypermarket,3762.99,2.9
BB2083,8.53,Regular,0.082,Health,OUT045,1997,Small,Tier 2,Grocery Store,656.85,3.3
BB2084,15.4,Regular,0.178,Fruits,OUT035,2010,High,Tier 2,Hypermarket,1877.99,1.8
BB2085,9.75,Low Fat,0.13,Frozen Foods,OUT027,2016,Small,Tier 2,Grocery Store,3915.26,1.7
BB2086,17.15,Low Fat,0.182,Soft Drinks,OUT027,2021,High,Tier 3,Supermarket,2609.86,4.5
BB2087,13.6,Low Fat,0.131,Canned,OUT035,1997,Medium,Tier 1,Hypermarket,3866.08,3.8
BB2088,8.11,Low Fat,0.031,Frozen Foods,OUT019,2020,Small,Tier 1,Hypermarket,4926.23,1
BB2089,11.18,Regular,0.173,Snacks,OUT027,2021,Small,Tier 3,Supermarket,2168.95,4.5
BB2090,16.26,Regular,0.144,Vegetables,OUT045,2007,Small,Tier 2,Grocery Store,3835.86,3.2
BB2091,4.79,Regular,0.15,Frozen Foods,OUT045,2021,High,Tier 1,Hypermarket,2427.24,3.7
BB2092,8.93,Low Fat,0.091,Vegetables,OUT019,1998,Small,Tier 3,Grocery Store,4947.26,3.1
BB2093,19.16,Non-Edible,0.108,Baking Goods,OUT049,1996,Small,Tier 2,Grocery Store,4920.84,1.3
BB2094,2.35,Low Fat,0.16,Dairy,OUT049,2021,Small,Tier 3,Hypermarket,4959.67,2.9
BB2095,5.09,Low Fat,0.075,Baking Goods,OUT045,2020,Medium,Tier 2,Supermarket,1117.71,1.2
BB2096,18.03,Regular,0.143,Health,OUT049,2016,Small,Tier 3,Hypermarket,1412.76,3.5
BB2097,8.57,Regular,0.175,Soft Drinks,OUT027,2022,Medium,Tier 1,Supermarket,1319.87,1.5
BB2098,4.54,Non-Edible,0.041,Dairy,OUT018,2016,Medium,Tier 3,Grocery Store,3003.01,4.8
BB2099,3.19,Low Fat,0.092,Fruits,OUT018,2015,High,Tier 2,Grocery Store,4956.2,2.1
BB2100,11.81,Regular,0.135,Baking Goods,OUT019,2001,Small,Tier 2,Hypermarket,4774.61,1.9
BB2101,9.86,Low Fat,0.159,Snacks,OUT018,2014,Medium,Tier 2,Hypermarket,2563.29,4.3
BB2102,16.09,Regular,0.16,Dairy,OUT035,2022,Small,Tier 2,Supermarket,3320.31,4.5
BB2103,12.4,Low Fat,0.076,Health,OUT019,2021,High,Tier 3,Supermarket,3599.17,2.7
BB2104,13.37,Non-Edible,0.155,Vegetables,OUT035,2008,Small,Tier 2,Supermarket,2302.2,3.3
BB2105,6.09,Non-Edible,0.083,Fruits,OUT046,2004,Medium,Tier 2,Supermarket,1509.15,4.4
BB2106,17.36,Regular,0.163,Canned,OUT019,2016,Medium,Tier 1,Grocery Store,3061.69,2.6
BB2107,12.51,Regular,0.17,Household,OUT045,2022,High,Tier 3,Supermarket,4445.39,3.6
BB2108,18.19,Low Fat,0.143,Snacks,OUT049,2018,Small,Tier 1,Grocery Store,4795.19,1.2
BB2109,16.24,Low Fat,0.022,Baking Goods,OUT035,2018,Medium,Tier 2,Grocery Store,1269.88,2.9
BB2110,6.22,Regular,0.038,Soft Drinks,OUT045,2001,Medium,Tier 3,Hypermarket,616.88,2.7
BB2111,8.75,Low Fat,0.183,Household,OUT018,2007,Medium,Tier 1,Supermarket,2091.68,4.3
BB2112,10.26,Regular,0.121,Vegetables,OUT046,2012,Medium,Tier 3,Hypermarket,4797.77,1.6
BB2113,2.76,Non-Edible,0.017,Soft Drinks,OUT035,1996,High,Tier 3,Grocery Store,1786.4,2.5
BB2114,4,Non-Edible,0.098,Household,OUT019,2020,High,Tier 2,Grocery Store,4144.08,4.3
BB2115,12.38,Non-Edible,0.117,Canned,OUT035,2015,High,Tier 3,Grocery Store,2973.78,1.5
BB2116,17.59,Low Fat,0.146,Dairy,OUT027,2005,Small,Tier 1,Supermarket,1195.87,2.4
BB2117,11.08,Non-Edible,0.039,Baking Goods,OUT027,1995,High,Tier 1,Hypermarket,3954.61,1.6
BB2118,5.49,Non-Edible,0.071,Vegetables,OUT019,2018,High,Tier 3,Hypermarket,4580.27,1.3
BB2119,18.51,Low Fat,0.049,Health,OUT027,2007,High,Tier 3,Grocery Store,4215.12,3.1
BB2120,19.92,Non-Edible,0.197,Baking Goods,OUT027,2020,Small,Tier 3,Supermarket,2872.17,3.7
BB2121,6.91,Low Fat,0.081,Soft Drinks,OUT018,2007,High,Tier 1,Supermarket,3446.23,3.3
BB2122,11.06,Low Fat,0.032,Frozen Foods,OUT018,2017,Small,Tier 1,Hypermarket,682.32,2.9
BB2123,11.56,Low Fat,0.148,Vegetables,OUT045,2008,Medium,Tier 3,Grocery Store,3295.47,2.1
BB2124,11.44,Low Fat,0.073,Vegetables,OUT018,2015,Small,Tier 3,Grocery Store,1689.99,4
BB2125,4.14,Regular,0.126,Vegetables,OUT045,2019,High,Tier 1,Grocery Store,3144.56,4.1
BB2126,12.83,Non-Edible,0.029,Canned,OUT019,2014,Medium,Tier 2,Grocery Store,1754.13,4.4
BB2127,13.95,Regular,0.053,Vegetables,OUT045,2006,High,Tier 2,Supermarket,3500.76,3.6
BB2128,14.82,Regular,0.083,Fruits,OUT027,2006,Medium,Tier 2,Grocery Store,4286.42,2.4
BB2129,10.09,Low Fat,0.092,Soft Drinks,OUT019,2007,Medium,Tier 2,Supermarket,3717.67,4.2
BB2130,6.04,Low Fat,0.154,Dairy,OUT046,2004,Small,Tier 2,Supermarket,1512.17,4.5
BB2131,3.71,Non-Edible,0.059,Household,OUT018,2002,High,Tier 3,Supermarket,3683.13,2.1
BB2132,5.76,Low Fat,0.146,Soft Drinks,OUT019,1999,High,Tier 2,Grocery Store,4394.88,1.2
BB2133,4.95,Low Fat,0.166,Frozen Foods,OUT019,2002,Small,Tier 1,Supermarket,3394.38,3.4
BB2134,3.68,Non-Edible,0.121,Vegetables,OUT045,2012,Medium,Tier 1,Hypermarket,3848.17,2.4
BB2135,9.65,Low Fat,0.125,Dairy,OUT018,1999,Medium,Tier 2,Hypermarket,1830.48,2.6
BB2136,10.23,Non-Edible,0.175,Health,OUT049,2014,Medium,Tier 3,Hypermarket,627.83,1.9
BB2137,5.87,Low Fat,0.095,Vegetables,OUT049,2004,High,Tier 2,Grocery Store,3362,1.2
BB2138,4.49,Low Fat,0.02,Household,OUT045,1996,Medium,Tier 2,Grocery Store,2086.44,2
BB2139,3.17,Regular,0.165,Frozen Foods,OUT018,2022,Small,Tier 2,Grocery Store,3949.9,3.1
BB2140,3.59,Regular,0.159,Soft Drinks,OUT027,2002,High,Tier 1,Hypermarket,3254.31,3.1
BB2141,10.34,Low Fat,0.143,Fruits,OUT049,2017,Medium,Tier 2,Hypermarket,2371.92,2.6
BB2142,16.54,Regular,0.037,Canned,OUT046,2019,Medium,Tier 2,Grocery Store,4254.74,4.6
BB2143,13.62,Non-Edible,0.115,Snacks,OUT027,2014,High,Tier 3,Hypermarket,4269.08,3.9
BB2144,11.83,Non-Edible,0.024,Soft Drinks,OUT046,2004,Small,Tier 2,Grocery Store,763.98,2.7
BB2145,16.55,Non-Edible,0.162,Fruits,OUT049,2007,Small,Tier 1,Grocery Store,4495.11,3.8
BB2146,4.63,Non-Edible,0.17,Frozen Foods,OUT049,2003,High,Tier 3,Hypermarket,3605.35,2.5
BB2147,5.35,Regular,0.089,Household,OUT045,2019,High,Tier 2,Grocery Store,2366.84,4
BB2148,6.67,Non-Edible,0.019,Household,OUT049,2010,High,Tier 3,Grocery Store,2394.45,4.3
BB2149,4.97,Regular,0.164,Fruits,OUT049,1998,High,Tier 2,Hypermarket,1420.32,3.2
